rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_orbtper,pl_orblper,pl_rvamp,pl_eqt,pl_insol,pl_massj,pl_msinij,pl_masse,pl_msinie,pl_bmasse,pl_rade,pl_rads,pl_trandep,pl_trandur,pl_tranmid,pl_tsystemref,pl_imppar,pl_occdep,pl_ratdor,pl_ratror,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,gaia_plx,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_radv,st_sp,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age,st_vsini,st_acts,st_actr,st_actlx,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_vj,st_bj,st_rc,st_ic,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_irac1,st_irac2,st_irac3,st_irac4,st_mips1,st_mips2,st_mips3,st_iras1,st_iras2,st_iras3,st_iras4,st_photn,st_umbj,st_bmvj,st_vjmic,st_vjmrc,st_jmh2,st_hmk2,st_jmk2,st_bmy,st_m1,st_c1,st_colorn
3734,LHS 3844,b,LHS 3844 b,Transit,0,1,0.46292913,0.00622,,88.5,,,0.116,,0,0,0,0,22h41m58.10s,340.492104,-69d10m08.4s,-69.168986,14.9,14.89,15.26,V (Johnson),13.393,3036,0.15,0.19,1/24/19,1,0,0,0,0,0,4.17E-01,,,,805,70.1,,,,,,1.303,0.012,,0.0217167,2458325.726,BJD,0.186,,7.109,0.0635,<a refstr=VANDERSPEK_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180907242V/abstract target=ref>Vanderspek et al. 2018</a>,2019,<a refstr=VANDERSPEK_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180907242V/abstract target=ref>Vanderspek et al. 2018</a>,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3,0,18,7,http://exoplanet.eu/catalog/lhs_3844_b/,,,,,22.6994736,318.253742,-43.907464,304.887015,-54.122553,,67.15,334.357,-726.974,800.179,334.357,-726.974,800.179,,6.5,M5,5.06,-2.565,31.73,,,,,,,,,0,0,0,0,0,0,0,,15.26,,13.74,11.88,10.046,9.477,9.145,8.944,8.757,8.519,8.658,,,,,,,,,,,,11,,,,,0.569,0.332,0.901,,,,3
3735,LP 791-18,b,LP 791-18 b,Transit,0,2,0.948005,0.00969,0,87.3,,,0.1,,0,0,0,0,11h02m45.96s,165.6915,-16d24m22.29s,-16.406192,26.49,26.51,16.9,V (Johnson),15.072,2960,0.14,0.17,11/7/19,1,0,0,0,0,0,3.66E-01,,,,650,21.5,,,,,,1.12,0.01,,0.0255,2458645.944,BJD-TDB,0.54,,11,0.0604,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,2019,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3,0,21,7,http://exoplanet.eu/catalog/lp_791-18_b/,,2019-09,,,11.0461,268.566735,39.106797,173.545013,-20.69807,,37.72,-221.078,-58.999,228.815,-221.078,-58.999,228.815,14.1,6,M(6.1+/-0.7) V,5.12,-2.697,31.1,-0.09,[Fe/H],0.5,2,,,,,0,0,0,0,0,0,0,,16.9,,,,11.559,10.993,10.644,10.426,10.233,10.024,8.637,,,,,,,,,,,,14,,,,,0.566,0.349,0.915,,,,3
3736,LP 791-18,c,LP 791-18 c,Transit,0,2,4.989963,0.029392,0,89.55,,,0.206,,0,0,0,0,11h02m45.96s,165.6915,-16d24m22.29s,-16.406192,26.49,26.51,16.9,V (Johnson),15.072,2960,0.14,0.17,11/7/19,1,0,0,0,0,0,1.11E+00,,,,370,2.35,,,,,,2.31,0.021,,0.0503333,2458651.298,BJD-TDB,0.28,,34.5,0.1238,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,2019,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3,0,21,7,http://exoplanet.eu/catalog/lp_791-18_c/,,2019-09,,,11.0461,268.566735,39.106797,173.545013,-20.69807,,37.72,-221.078,-58.999,228.815,-221.078,-58.999,228.815,14.1,6,M(6.1+/-0.7) V,5.12,-2.697,31.1,-0.09,[Fe/H],0.5,2,,,,,0,0,0,0,0,0,0,,16.9,,,,11.559,10.993,10.644,10.426,10.233,10.024,8.637,,,,,,,,,,,,14,,,,,0.566,0.349,0.915,,,,3
3737,LSPM J2116+0234,b,LSPM J2116+0234 b,Radial Velocity,0,1,14.4399,0.0876,0.183,,0.04185,Msini,,,0,0,0,0,21h16m27.28s,319.113667,+02d34m51.39s,2.580942,17.64,17.64,,,10.86,3475,0.43,0.43,6/13/19,0,1,0,0,0,0,4.97E+00,,,6.26,,,,0.04185,,13.3,13.3,,,,,2457573.6,JD,,,,,<a refstr=LALITHA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190509075L/abstract target=ref>Lalitha et al. 2019</a>,2019,<a refstr=LALITHA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190509075L/abstract target=ref>Lalitha et al. 2019</a>,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES,3,0,14,5,http://exoplanet.eu/catalog/lspm_j2116+0234_b/,,2019-05,,,21.27424444,53.945714,-30.347472,322.380435,17.542909,,56.69,247.523,-39.677,250.683,247.523,-39.677,250.683,,6.3,M3.0 V,4.95,-1.699,,-0.05,[Fe/H],2,2,,,,,0,0,0,0,0,0,0,,,,,,8.219,7.601,7.324,7.137,7.078,6.996,6.873,,,,,,,,,,,,8,,,,,0.618,0.277,0.895,,,,3
3738,LTT 1445 A,b,LTT 1445 A b,Transit,0,1,5.35882,0.03807,0.19,89.4,0.00692,Mass,0.123,4.4,0,0,0,0,03h01m51.39s,45.464111,-16d35m36.1s,-16.593372,6.87,6.87,11.22,V (Johnson),10.047,3337,0.26,0.28,8/15/19,1,1,0,0,0,0,5.54E+00,,-139,2.1,433,,0.00692,,2.2,,2.2,1.38,0.013,0.2498,0.0574,2458423.426,BJD-TDB,0.29,,29.6,0.0458,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190610147W/abstract target=ref>Winters et al. 2019</a>,2019,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190610147W/abstract target=ref>Winters et al. 2019</a>,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3,0,27,17,http://exoplanet.eu/catalog/ltt_1445a_b/,,2019-07,,HIP 14101,3.03094076,200.486517,-58.073824,37.360388,-32.258802,145.55,145.55,-369.196,-268.51,456.512,-369.196,-268.51,456.512,-5.43,6.3,M3,4.97,,17.3,-0.34,[Fe/H],,3.4,,,27.83,,1,0,1,0,0,2,0,,11.22,12.19,10.07,8.66,7.294,6.774,6.496,6.405,6.149,6.106,5.959,,,,,,,,,,,,16,,1.66,,,0.52,0.278,0.798,,,,5
3739,LTT 3780,b,LTT 3780 b,Transit,0,2,0.768448,0.01211,0,87.1,0.00824,Mass,0.119,6.1,0,0,0,0,10h18m34.78s,154.644917,-11d43m04.08s,-11.7178,21.98,22,13.07,V (Johnson),11.846,3331,0.4,0.37,6/4/20,1,1,0,0,0,0,5.51E-01,,,3.41,892,106,0.00824,,2.62,,2.62,1.332,0.012,0.1087,0.0335417,2458543.912,BJD,0.35,,7.03,0.033,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200301136C/abstract target=ref>Cloutier et al. 2020</a>,2020,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200301136C/abstract target=ref>Cloutier et al. 2020</a>,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3,0,22,9,http://exoplanet.eu/catalog/ltt_3780_b/,,2020-03,,,10.30966111,254.20067,36.305071,161.043833,-20.678375,45.49,45.46,-341.409,-247.87,421.9,-341.409,-247.87,421.9,,6.4,M4 V,4.9,,,0.28,[Fe/H],,1.3,,,,,0,0,0,0,0,0,0,,13.07,,,,9.007,8.439,8.204,8.037,7.88,7.771,7.577,,,,,,,,,,,,9,,,,,0.568,0.235,0.803,,,,3
3740,LTT 3780,c,LTT 3780 c,Transit,0,2,12.2519,0.07673,0.06,89.18,0.02706,Mass,0.205,3.9,0,0,0,0,10h18m34.78s,154.644917,-11d43m04.08s,-11.7178,21.98,22,13.07,V (Johnson),11.846,3331,0.4,0.37,6/4/20,1,1,0,0,0,0,3.49E+00,,124,4.44,353,2.63,0.02706,,8.6,,8.6,2.3,0.021,0.324,0.058,2458546.848,BJD,0.65,,44.6,0.057,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200301136C/abstract target=ref>Cloutier et al. 2020</a>,2020,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200301136C/abstract target=ref>Cloutier et al. 2020</a>,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3,0,23,9,http://exoplanet.eu/catalog/ltt_3780_c/,,2020-03,,,10.30966111,254.20067,36.305071,161.043833,-20.678375,45.49,45.46,-341.409,-247.87,421.9,-341.409,-247.87,421.9,,6.4,M4 V,4.9,,,0.28,[Fe/H],,1.3,,,,,0,0,0,0,0,0,0,,13.07,,,,9.007,8.439,8.204,8.037,7.88,7.771,7.577,,,,,,,,,,,,9,,,,,0.568,0.235,0.803,,,,3
3741,LkCa 15,b,LkCa 15 b,Imaging,1,2,,14.7,,50,,,,,0,0,0,2,04h39m17.80s,69.824148,+22d21m03.5s,22.350967,158.87,158.87,12.025,V (Johnson),11.589,,,,12/3/15,0,0,1,0,0,0,9.25E+01,,,,,,,,,,,,,,,,,,,,,<a refstr=SALLUM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Natur.527..342S/abstract target=ref>Sallum et al. 2015</a>,2015,<a refstr=SALLUM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Natur.527..342S/abstract target=ref>Sallum et al. 2015</a>,Ground,Large Binocular Telescope Observatory,Large Binocular Telescope,LMIRCam,3,0,5,9,http://exoplanet.eu/catalog/lkca_15_b/,,2015-11,,,4.6549432,176.689699,-15.981635,71.397978,0.205164,6.29,6.29,8.3,-14.8,17,10.5,-17.4,20.3,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,12.025,13.009,,,9.424,8.6,8.163,7.504,7.207,5.696,3.565,,,,,,,,,,,,14,,0.984,,,0.824,0.437,1.261,,,,4
3742,LkCa 15,c,LkCa 15 c,Imaging,1,2,,18.6,,50,,,,,0,0,0,1,04h39m17.80s,69.824148,+22d21m03.5s,22.350967,158.87,158.87,12.025,V (Johnson),11.589,,,,12/3/15,0,0,1,0,0,0,1.17E+02,,,,,,,,,,,,,,,,,,,,,<a refstr=SALLUM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Natur.527..342S/abstract target=ref>Sallum et al. 2015</a>,2015,<a refstr=SALLUM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Natur.527..342S/abstract target=ref>Sallum et al. 2015</a>,Ground,Large Binocular Telescope Observatory,Large Binocular Telescope,LMIRCam,3,0,5,9,,,2015-11,,,4.6549432,176.689699,-15.981635,71.397978,0.205164,6.29,6.29,8.3,-14.8,17,10.5,-17.4,20.3,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,12.025,13.009,,,9.424,8.6,8.163,7.504,7.207,5.696,3.565,,,,,,,,,,,,14,,0.984,,,0.824,0.437,1.261,,,,4
3743,Lupus-TR-3,b,Lupus-TR-3 b,Transit,0,1,3.91405,0.0464,0,88.3,0.81,Mass,0.89,1.4,0,0,0,0,15h30m18.62s,232.577571,-42d58m47.7s,-42.979908,2000,729.76,,,18.765,5000,0.87,0.82,5/14/14,1,1,0,0,0,0,2.32E-02,,,,,,0.81,,257.431,,257.431,9.976,0.091,,,2453887.082,HJD,,,,,<a refstr=WELDRAKE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675L..37W/abstract target=ref> Weldrake et al. 2008 </a>,2007,<a refstr=WELDRAKE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675L..37W/abstract target=ref> Weldrake et al. 2008 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,11,4,,,2008-03,,,15.5051714,331.367211,10.951005,241.066774,-23.226801,,1.37,-14.2,-10,17.4,-14.2,-10,17.4,,,,,,,,,,,,,,,1,0,0,1,0,3,0,,,,,,16.211,15.841,15.068,,,,,,,,,,,,,,,,4,,,,,0.37,0.773,1.143,,,,3
3744,MASCARA-1,b,MASCARA-1 b,Transit,0,1,2.14878,0.043,0,87,3.7,Mass,1.5,1.5,0,0,0,0,21h10m12.37s,317.551544,+10d44m19.9s,10.738873,188.7,183.21,8.273,V (Johnson),8.242,7554,1.72,2.1,11/2/17,1,1,0,0,0,0,2.28E-01,,,,2570,,3.7,,1175.971,,1175.971,16.814,0.154,,0.16875,2457097.278,BJD,0.2,,,0.0735,<a refstr=TALENS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..73T/abstract target=ref>Talens et al. 2017</a>,2017,<a refstr=TALENS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..73T/abstract target=ref>Talens et al. 2017</a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,23,12,http://exoplanet.eu/catalog/mascara-1_b/,,,HD 201585,HIP 104513,21.17010295,60.448254,-24.375392,323.61121,25.76786,5.3,5.46,-5.7,5.4,7.9,-5.7,5.4,7.9,,2.8,A8,4,1.176,0.33,0,[Fe/H],1,109,,,,,1,0,1,0,0,3,0,,8.273,8.505,,,7.819,7.749,7.74,7.658,7.713,7.723,7.697,,,,,,,,,,,,13,,0.232,,,0.07,0.009,0.079,,,,5
3745,MASCARA-4,b,MASCARA-4 b,Transit,0,1,2.82406,0.047,0,88.5,3.1,Mass,1.53,,0,0,0,0,09h50m19.20s,147.58,-66d06m49.89s,-66.113858,171.54,171.54,8.19,V (Johnson),8.174,7800,1.75,1.92,3/19/20,1,1,0,0,0,0,2.74E-01,,,,2100,,3.1,,985.273,,985.273,17.15,0.157,,0.165,2458505.817,BJD,0.34,,5.26,0.08,<a refstr=DORVAL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190402733D/abstract target=ref>Dorval et al. 2019</a>,2020,<a refstr=DORVAL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190402733D/abstract target=ref>Dorval et al. 2019</a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,21,11,http://exoplanet.eu/catalog/hd_85628_a_b/,,,HD 85628,,9.83866667,285.976265,-9.401424,205.704533,-67.70662,5.83,5.83,6.051,-15.398,16.544,6.051,-15.398,16.544,-18.31,2.7,A7 V,4.1,1.087,0.355,0,[Fe/H],0.8,45.66,,,,,0,0,0,0,0,0,0,,8.19,,,,7.837,7.785,7.75,7.627,7.693,7.704,7.626,,,,,,,,,,,,11,,0.2,,,0.052,0.035,0.087,,,,4
3746,MOA-2007-BLG-192L,b,MOA-2007-BLG-192L b,Microlensing,0,1,,0.62,,,0.01,Mass,,,0,0,0,0,18h08m03.80s,272.015825,-27d09m00.3s,-27.150075,1000,,,,,,0.06,,10/29/14,0,0,0,0,0,0,6.20E-01,,,,,,0.01,,3.3,,3.3,,,,,,,,,,,<a refstr=BENNETT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...684..663B/abstract target=ref> Bennett et al. 2008 </a>,2008,<a refstr=BENNETT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...684..663B/abstract target=ref> Bennett et al. 2008 </a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,3,5,http://exoplanet.eu/catalog/moa-2007-blg-192l_b/,http://exoplanets.org/detail/MOA-2007-BLG-192L_b,2008-09,,,18.13438833,4.030846,-3.387593,271.79744,-3.723362,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3747,MOA-2007-BLG-400L,b,MOA-2007-BLG-400L b,Microlensing,0,1,,0.72,,,0.83,Mass,,,0,0,0,0,18h09m41.98s,272.424917,-29d13m27.0s,-29.224153,5800,,,,,,0.3,,10/29/14,0,0,0,0,0,0,1.24E-01,,,,103,,0.83,,263.79,,263.79,,,,,,,,,,,<a refstr=DONG_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...698.1826D/abstract target=ref> Dong et al. 2009 </a>,2008,<a refstr=DONG_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...698.1826D/abstract target=ref> Dong et al. 2009 </a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,7,5,http://exoplanet.eu/catalog/moa-2007-blg-400l_b/,http://exoplanets.org/detail/MOA-2007-BLG-400L_b,2009-06,,,18.16166111,2.381269,-4.700741,272.127027,-5.802765,,,,,,,,,,,,,,,,,,,,,,,7,7,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3748,MOA-2008-BLG-310L,b,MOA-2008-BLG-310L b,Microlensing,0,1,,1.61,,,0.07362,Mass,,,0,0,0,0,17h54m14.53s,268.560542,-34d46m41.0s,-34.778053,7700,,,,,,0.21,,8/3/17,0,0,0,0,0,0,2.09E-01,,,,,,0.07362,,23.4,,23.4,,,,,,,,,,,<a refstr=BHATTACHARYA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...59B/abstract target=ref>Bhattacharya et al. 2017</a>,2009,<a refstr=JANCZAK_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..731J/abstract target=ref> Janczak et al. 2010 </a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,6,6,http://exoplanet.eu/catalog/moa-2008-blg-310l_b/,http://exoplanets.org/detail/MOA-2008-BLG-310L_b,2010-03,,,17.90403611,355.914434,-4.562487,268.794156,-11.344787,,,,,,,,,,,,,,,,,,,,,,,7,7,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3749,MOA-2008-BLG-379L,b,MOA-2008-BLG-379L b,Microlensing,0,1,,2.7,,,4.1,Mass,,,0,0,0,1,17h58m49.44s,269.706,-30d11m49.0s,-30.196931,3300,,,,,,0.56,,1/30/20,0,0,0,0,0,0,8.18E-01,,,,,,4.1,,1303.103,,1303.103,,,,,,,,,,,<a refstr=SUZUKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780..123S/abstract target=ref> Suzuki et al. 2014 </a>,2013,<a refstr=SUZUKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780..123S/abstract target=ref> Suzuki et al. 2014 </a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,3,4,http://exoplanet.eu/catalog/moa-2008-blg-379l_b/,,2014-01,,,17.9804,0.376273,-3.112864,269.744118,-6.757901,,,,,,,,,,5,K,,,,,,,,,,,,3,3,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3750,MOA-2009-BLG-266L,b,MOA-2009-BLG-266L b,Microlensing,0,1,2774,3.2,,,0.033,Mass,,,0,0,0,0,17h48m01.95s,267.008125,-35d00m19.5s,-35.005411,3040,,,,,,0.56,,10/29/14,0,0,0,0,0,0,1.05E+00,,,,,,0.033,,10.4,,10.4,,,,,,,,,,,<a refstr=MURAKI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...741...22M/abstract target=ref> Muraki et al. 2011 </a>,2011,<a refstr=MURAKI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...741...22M/abstract target=ref> Muraki et al. 2011 </a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,4,5,http://exoplanet.eu/catalog/moa-2009-blg-266l_b/,http://exoplanets.org/detail/MOA-2009-BLG-266L_b,2011-11,,,17.80054167,355.069932,-3.580897,267.498671,-11.592092,,,,,,,,,,,,,,,,,,,,,,,18,18,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3751,MOA-2009-BLG-319L,b,MOA-2009-BLG-319L b,Microlensing,0,1,,2.4,,,0.16,Mass,,,0,0,0,0,18h06m58.13s,271.742208,-26d49m10.9s,-26.819692,6100,,,,,,0.38,,10/29/14,0,0,0,0,0,0,3.93E-01,,,,,,0.16,,50,,50,,,,,,,,,,,<a refstr=MIYAKE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...728..120M/abstract target=ref> Miyake et al. 2011 </a>,2010,<a refstr=MIYAKE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...728..120M/abstract target=ref> Miyake et al. 2011 </a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,3,5,http://exoplanet.eu/catalog/moa-2009-blg-319l_b/,http://exoplanets.org/detail/MOA-2009-BLG-319L_b,2011-02,,,18.11614722,4.202203,-3.014318,271.557486,-3.38982,,,,,,,,,,,,,,,,,,,,,,,25,25,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3752,MOA-2009-BLG-387L,b,MOA-2009-BLG-387L b,Microlensing,0,1,1982,1.8,,52,2.6,Mass,,,0,0,0,1,17h53m50.79s,268.461625,-33d59m25.2s,-33.990333,5690,,,,,,0.19,,3/19/20,0,0,0,0,0,0,3.16E-01,,,,,,2.6,,826.358,,826.358,,,,,,,,,,,<a refstr=BATISTA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...529A.102B/abstract target=ref> Batista et al. 2011 </a>,2010,<a refstr=BATISTA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...529A.102B/abstract target=ref> Batista et al. 2011 </a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,5,5,http://exoplanet.eu/catalog/moa-2009-blg-387l_b/,http://exoplanets.org/detail/MOA-2009-BLG-387L_b,2011-05,,,17.89744167,356.556406,-4.096243,268.702575,-10.557971,,,,,,,,,,,,,,,,,,,,,,,13,13,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3753,MOA-2010-BLG-073L,b,MOA-2010-BLG-073L b,Microlensing,0,1,,1.21,,,11,Mass,,,0,0,0,0,18h10m11.34s,272.547258,-26d31m22.6s,-26.522932,2800,,,,,,0.16,,5/14/14,0,0,0,0,0,0,4.32E-01,,,,,,11,,3496,,3496,,,,,,,,,,,<a refstr=STREET_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...763...67S/abstract target=ref> Street et al. 2013 </a>,2012,<a refstr=STREET_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...763...67S/abstract target=ref> Street et al. 2013 </a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,3,4,,http://exoplanets.org/detail/MOA-2010-BLG-073L_b,2013-01,,,18.1698172,4.81023,-3.501216,272.282374,-3.10382,,,,,,,,,,,,,,,,,,,,,,,22,22,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3754,MOA-2010-BLG-117L,b,MOA-2010-BLG-117L b,Microlensing,0,1,,2.9,,,0.54,Mass,,,0,0,0,1,18h07m49.67s,271.95697,-25d20m40.7s,-25.344639,3500,,,,,,0.58,,4/5/18,0,0,0,0,0,0,8.29E-01,,,,,,0.54,,171.6282,,171.6282,,,,,,,,,,,<a refstr=BENNETT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..141B/abstract target=ref>Bennett et al. 2018</a>,2018,<a refstr=BENNETT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..141B/abstract target=ref>Bennett et al. 2018</a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,3,4,http://exoplanet.eu/catalog/moa-2010-blg-117_b/,,,,,18.13046468,5.587403,-2.467866,271.769539,-1.917368,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
3755,MOA-2010-BLG-328L,b,MOA-2010-BLG-328L b,Microlensing,0,1,,0.92,,,0.02895,Mass,,,0,0,0,0,17h57m59.12s,269.496333,-30d42m54.6s,-30.715175,810,,,,,,0.11,,6/4/15,0,0,0,0,0,0,1.14E+00,,,,,,0.02895,,9.2,,9.2,,,,,,,,,,,<a refstr=FURUSAWA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779...91F/abstract target=ref>Furusawa et al. 2013</a>,2013,<a refstr=FURUSAWA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779...91F/abstract target=ref>Furusawa et al. 2013</a>,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,3,0,3,4,http://exoplanet.eu/catalog/moa-2010-blg-328l_b/,,2013-12,,,17.96642222,359.835949,-3.213775,269.563475,-7.276647,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
